id;text;aspect;polarity;start_position;end_position
5220;A vista do quarto do hotel era deslumbrante. Passamos várias horas admirando a paisagem.;vista;1;2;7
5221;A vista do quarto do hotel era deslumbrante. Passamos várias horas admirando a paisagem.;paisagem;1;79;87
5222;O café da manhã oferecido pelo hotel tinha uma grande variedade de opções. Ficamos satisfeitos com a seleção.;café;1;2;6
5223;O café da manhã oferecido pelo hotel tinha uma grande variedade de opções. Ficamos satisfeitos com a seleção.;variedade;1;54;63
5224;O quarto do hotel era espaçoso e bem decorado. Nos sentimos confortáveis durante toda a estadia.;quarto;1;2;8
5225;A piscina do hotel estava limpa e bem conservada. Foi ótimo dar um mergulho depois de um dia quente.;piscina;1;2;9
5226;O restaurante do hotel oferece uma variedade de pratos deliciosos. Recomendo experimentar a culinária local!;restaurante;1;2;13
5227;O restaurante do hotel oferece uma variedade de pratos deliciosos. Recomendo experimentar a culinária local!;culinária;1;92;101
5228;O spa do hotel oferece tratamentos relaxantes e revigorantes. Foi uma experiência incrível!;spa;1;2;5
5229;O spa do hotel oferece tratamentos relaxantes e revigorantes. Foi uma experiência incrível!;tratamentos;1;23;34
5230;A equipe do hotel foi muito prestativa e atenciosa. Eles nos ajudaram com todas as nossas solicitações.;ajuda;1;61;66
5231;A localização do hotel é perfeita para quem deseja explorar a cidade a pé. Ficamos impressionados com a conveniência.;localização;1;2;13
5232;A localização do hotel é perfeita para quem deseja explorar a cidade a pé. Ficamos impressionados com a conveniência.;explorar;1;51;59
5233;O estacionamento do hotel é amplo e seguro. Ficamos tranquilos deixando nosso carro lá durante a estadia.;estacionamento;1;2;16
5234;A academia do hotel possui equipamentos modernos e bem conservados. Foi ótimo manter minha rotina de exercícios.;academia;1;2;10
5235;A academia do hotel possui equipamentos modernos e bem conservados. Foi ótimo manter minha rotina de exercícios.;equipamentos;1;27;39
5236;O serviço de lavanderia do hotel é eficiente e rápido. Ficamos satisfeitos com a qualidade do serviço.;lavanderia;1;13;23
5237;O hotel oferece um serviço de transporte gratuito para os principais pontos turísticos da cidade.;serviço;1;19;26
5238;O hotel oferece um serviço de transporte gratuito para os principais pontos turísticos da cidade.;pontos turísticos;1;69;86
5239;O quarto do hotel é bem iluminado e espaçoso. Ficamos confortáveis durante toda a estadia.;quarto;1;2;8
5240;A área da piscina do hotel é muito agradável e bem cuidada. Passamos momentos relaxantes lá.;piscina;1;10;17
5241;O restaurante do hotel oferece uma variedade de opções de refeições. Há algo para todos os gostos.;restaurante;1;2;13
5242;O restaurante do hotel oferece uma variedade de opções de refeições. Há algo para todos os gostos.;variedade;1;35;44
5243;O spa do hotel oferece uma variedade de tratamentos para relaxamento e rejuvenescimento.;spa;1;2;5
5244;O spa do hotel oferece uma variedade de tratamentos para relaxamento e rejuvenescimento.;tratamentos;1;40;51
5245;A localização do hotel é estratégica, perto de várias atrações turísticas.;localização;1;2;13
5246;A localização do hotel é estratégica, perto de várias atrações turísticas.;atrações;1;54;62
5247;O estacionamento do hotel é espaçoso e bem organizado. Não tivemos problemas para encontrar vaga.;estacionamento;1;2;16
5248;A academia do hotel tem uma boa seleção de equipamentos para treino.;academia;1;2;10
5249;A academia do hotel tem uma boa seleção de equipamentos para treino.;seleção;1;32;39
5250;O serviço de lavanderia do hotel é eficiente e confiável. Recebemos nossas roupas de volta em perfeito estado.;lavanderia;1;13;23
5251;O hotel oferece um serviço de transporte gratuito para os principais pontos turísticos da cidade.;serviço;1;19;26
5252;O hotel oferece um serviço de transporte gratuito para os principais pontos turísticos da cidade.;pontos turísticos;1;69;86
5253;O quarto do hotel é bem iluminado e espaçoso. Ficamos confortáveis durante toda a estadia.;quarto;1;2;8
5254;A área da piscina do hotel é muito agradável e bem cuidada. Passamos momentos relaxantes lá.;piscina;1;10;17
5255;O restaurante do hotel oferece uma variedade de opções de refeições. Há algo para todos os gostos.;restaurante;1;2;13
5256;O restaurante do hotel oferece uma variedade de opções de refeições. Há algo para todos os gostos.;variedade;1;35;44
5257;O spa do hotel oferece uma variedade de tratamentos para relaxamento e rejuvenescimento.;spa;1;2;5
5258;O spa do hotel oferece uma variedade de tratamentos para relaxamento e rejuvenescimento.;tratamentos;1;40;51
5259;A localização do hotel é estratégica, perto de várias atrações turísticas.;localização;1;2;13
5260;A localização do hotel é estratégica, perto de várias atrações turísticas.;atrações;1;54;62
5261;O estacionamento do hotel é espaçoso e bem organizado. Não tivemos problemas para encontrar vaga.;estacionamento;1;2;16
5262;A academia do hotel tem uma boa seleção de equipamentos para treino.;academia;1;2;10
5263;A academia do hotel tem uma boa seleção de equipamentos para treino.;seleção;1;32;39
5264;O serviço de lavanderia do hotel é eficiente e confiável. Recebemos nossas roupas de volta em perfeito estado.;lavanderia;1;13;23
5265;O hotel possui um design moderno e elegante. Gostei muito da decoração!;design;1;18;24
5266;O hotel possui um design moderno e elegante. Gostei muito da decoração!;decoração;1;61;70
5267;O café da manhã oferecido pelo hotel era satisfatório. Nada excepcional, mas atendeu às nossas necessidades.;café;0;2;6
5268;O serviço de limpeza do hotel foi razoável. Não estava impecável, mas também não estava sujo.;limpeza;0;13;20
5269;O serviço de limpeza do hotel foi razoável. Não estava impecável, mas também não estava sujo.;serviço;0;2;9
5270;O quarto do hotel tinha uma vista decente para a cidade. Não era espetacular, mas era agradável.;vista;0;28;33
5271;O quarto do hotel tinha uma vista decente para a cidade. Não era espetacular, mas era agradável.;cidade;0;49;55
5272;A piscina do hotel estava em boas condições. Não era muito grande, mas suficiente para um mergulho rápido.;piscina;0;2;9
5273;A piscina do hotel estava em boas condições. Não era muito grande, mas suficiente para um mergulho rápido.;condições;0;34;43
5274;A comida servida no restaurante do hotel era mediana. Não era ruim, mas também não era excepcional.;comida;0;2;8
5275;A comida servida no restaurante do hotel era mediana. Não era ruim, mas também não era excepcional.;restaurante;0;20;31
5276;O spa do hotel oferece uma variedade limitada de tratamentos. Poderia ter mais opções disponíveis.;spa;0;2;5
5277;O spa do hotel oferece uma variedade limitada de tratamentos. Poderia ter mais opções disponíveis.;tratamentos;0;49;60
5278;A localização do hotel é conveniente, mas um pouco longe das principais atrações.;localização;0;2;13
5279;A localização do hotel é conveniente, mas um pouco longe das principais atrações.;atrações;0;72;80
5280;O estacionamento do hotel é limitado. Tivemos dificuldade em encontrar uma vaga disponível.;estacionamento;0;2;16
5281;O estacionamento do hotel é limitado. Tivemos dificuldade em encontrar uma vaga disponível.;dificuldade;0;46;57
5282;A academia do hotel é pequena e possui equipamentos básicos. Não é ideal para um treino completo.;academia;0;2;10
5283;A academia do hotel é pequena e possui equipamentos básicos. Não é ideal para um treino completo.;equipamentos;0;39;51
5284;O serviço de lavanderia do hotel é cobrado à parte. Seria melhor se estivesse incluído na estadia.;lavanderia;0;13;23
5285;O hotel oferece Wi-Fi gratuito, mas a conexão é um pouco lenta.;Wi-Fi;0;16;21
5286;O hotel oferece Wi-Fi gratuito, mas a conexão é um pouco lenta.;conexão;0;38;45
5287;A vista do quarto do hotel era decente. Não era espetacular, mas não era ruim.;vista;0;2;7
5288;A vista do quarto do hotel era decente. Não era espetacular, mas não era ruim.;quarto;0;11;17
5289;O café da manhã oferecido pelo hotel era satisfatório. Nada excepcional, mas atendeu às nossas necessidades.;café;0;2;6
5290;O serviço de limpeza do hotel foi razoável. Não estava impecável, mas também não estava sujo.;limpeza;0;13;20
5291;O serviço de limpeza do hotel foi razoável. Não estava impecável, mas também não estava sujo.;serviço;0;2;9
5292;O quarto do hotel tinha uma vista decente para a cidade. Não era espetacular, mas era agradável.;vista;0;28;33
5293;O quarto do hotel tinha uma vista decente para a cidade. Não era espetacular, mas era agradável.;cidade;0;49;55
5294;A piscina do hotel estava em boas condições. Não era muito grande, mas suficiente para um mergulho rápido.;piscina;0;2;9
5295;A piscina do hotel estava em boas condições. Não era muito grande, mas suficiente para um mergulho rápido.;condições;0;34;43
5296;A comida servida no restaurante do hotel era mediana. Não era ruim, mas também não era excepcional.;comida;0;2;8
5297;A comida servida no restaurante do hotel era mediana. Não era ruim, mas também não era excepcional.;restaurante;0;20;31
5298;O spa do hotel oferece uma variedade limitada de tratamentos. Poderia ter mais opções disponíveis.;spa;0;2;5
5299;O spa do hotel oferece uma variedade limitada de tratamentos. Poderia ter mais opções disponíveis.;tratamentos;0;49;60
5300;A localização do hotel é conveniente, mas um pouco longe das principais atrações.;localização;0;2;13
5301;A localização do hotel é conveniente, mas um pouco longe das principais atrações.;atrações;0;72;80
5302;O estacionamento do hotel é limitado. Tivemos dificuldade em encontrar uma vaga disponível.;estacionamento;0;2;16
5303;O estacionamento do hotel é limitado. Tivemos dificuldade em encontrar uma vaga disponível.;dificuldade;0;46;57
5304;A academia do hotel é pequena e possui equipamentos básicos. Não é ideal para um treino completo.;academia;0;2;10
5305;A academia do hotel é pequena e possui equipamentos básicos. Não é ideal para um treino completo.;equipamentos;0;39;51
5306;O serviço de lavanderia do hotel é cobrado à parte. Seria melhor se estivesse incluído na estadia.;lavanderia;0;13;23
5307;O hotel oferece Wi-Fi gratuito, mas a conexão é um pouco lenta.;Wi-Fi;0;16;21
5308;O hotel oferece Wi-Fi gratuito, mas a conexão é um pouco lenta.;conexão;0;38;45
5309;O café da manhã oferecido pelo hotel era satisfatório. Nada excepcional, mas atendeu às nossas necessidades.;café;0;2;6
5310;O serviço de limpeza do hotel foi razoável. Não estava impecável, mas também não estava sujo.;limpeza;0;13;20
5311;O serviço de limpeza do hotel foi razoável. Não estava impecável, mas também não estava sujo.;serviço;0;2;9
5312;O quarto do hotel tinha uma vista decente para a cidade. Não era espetacular, mas era agradável.;vista;0;28;33
5313;O quarto do hotel tinha uma vista decente para a cidade. Não era espetacular, mas era agradável.;cidade;0;49;55
5314;A piscina do hotel estava em boas condições. Não era muito grande, mas suficiente para um mergulho rápido.;piscina;0;2;9
5315;A piscina do hotel estava em boas condições. Não era muito grande, mas suficiente para um mergulho rápido.;condições;0;34;43
5316;A comida servida no restaurante do hotel era mediana. Não era ruim, mas também não era excepcional.;comida;0;2;8
5317;A comida servida no restaurante do hotel era mediana. Não era ruim, mas também não era excepcional.;restaurante;0;20;31
5318;O spa do hotel oferece uma variedade limitada de tratamentos. Poderia ter mais opções disponíveis.;spa;0;2;5
5319;O spa do hotel oferece uma variedade limitada de tratamentos. Poderia ter mais opções disponíveis.;tratamentos;0;49;60
5320;A localização do hotel é conveniente, mas um pouco longe das principais atrações.;localização;0;2;13
5321;A localização do hotel é conveniente, mas um pouco longe das principais atrações.;atrações;0;72;80
5322;O estacionamento do hotel é limitado. Tivemos dificuldade em encontrar uma vaga disponível.;estacionamento;0;2;16
5323;O estacionamento do hotel é limitado. Tivemos dificuldade em encontrar uma vaga disponível.;dificuldade;0;46;57
5324;A academia do hotel é pequena e possui equipamentos básicos. Não é ideal para um treino completo.;academia;0;2;10
5325;A academia do hotel é pequena e possui equipamentos básicos. Não é ideal para um treino completo.;equipamentos;0;39;51
5326;O serviço de lavanderia do hotel é cobrado à parte. Seria melhor se estivesse incluído na estadia.;lavanderia;0;13;23
5327;O hotel oferece Wi-Fi gratuito, mas a conexão é um pouco lenta.;Wi-Fi;0;16;21
5328;O hotel oferece Wi-Fi gratuito, mas a conexão é um pouco lenta.;conexão;0;38;45
5329;O quarto do hotel era pequeno e apertado. Mal conseguíamos nos mover lá dentro.;quarto;-1;2;8
5330;O café da manhã no hotel era simplesmente delicioso. Nunca comi algo tão bom!;café;1;2;6
5331;O serviço de limpeza do hotel deixou muito a desejar. Encontramos cabelos no banheiro.;limpeza;-1;13;20
5332;O hotel tinha uma vista incrível para as montanhas. Acordei todos os dias com um sorriso no rosto.;vista;1;18;23
5333;O hotel tinha uma vista incrível para as montanhas. Acordei todos os dias com um sorriso no rosto.;montanhas;1;41;50
5334;A piscina do hotel estava suja e mal cuidada. Nem ousei entrar.;piscina;-1;2;9
5335;A comida servida no restaurante do hotel era mais ou menos. Nada excepcional, mas comível.;comida;0;2;8
5336;O spa do hotel oferece tratamentos relaxantes e revigorantes. Foi uma experiência incrível!;spa;1;2;5
5337;O spa do hotel oferece tratamentos relaxantes e revigorantes. Foi uma experiência incrível!;tratamentos;1;23;34
5338;A localização do hotel é estratégica para quem gosta de fazer compras. Fiquei muito satisfeito.;localização;1;2;13
5339;A localização do hotel é estratégica para quem gosta de fazer compras. Fiquei muito satisfeito.;compras;1;62;69
5340;O estacionamento do hotel era apertado. Tive dificuldade em estacionar o carro.;estacionamento;-1;2;16
5341;O estacionamento do hotel era apertado. Tive dificuldade em estacionar o carro.;dificuldade;-1;45;56
5342;A academia do hotel tinha equipamentos antigos. Precisa de uma atualização.;academia;-1;2;10
5343;A academia do hotel tinha equipamentos antigos. Precisa de uma atualização.;equipamentos;-1;26;38
5344;O serviço de lavanderia do hotel é caro. Prefiro lavar minhas roupas em casa.;lavanderia;-1;13;23
5345;O hotel oferece Wi-Fi gratuito, mas a conexão é lenta. Tive dificuldade em navegar na internet.;Wi-Fi;-1;16;21
5346;O hotel oferece Wi-Fi gratuito, mas a conexão é lenta. Tive dificuldade em navegar na internet.;conexão;-1;38;45
5347;O quarto do hotel era pequeno e apertado. Mal conseguíamos nos mover lá dentro.;quarto;-1;2;8
5348;O café da manhã no hotel era simplesmente delicioso. Nunca comi algo tão bom!;café;1;2;6
5349;O serviço de limpeza do hotel deixou muito a desejar. Encontramos cabelos no banheiro.;limpeza;-1;13;20
5350;O hotel tinha uma vista incrível para as montanhas. Acordei todos os dias com um sorriso no rosto.;vista;1;18;23
5351;O hotel tinha uma vista incrível para as montanhas. Acordei todos os dias com um sorriso no rosto.;montanhas;1;41;50
5352;A piscina do hotel estava suja e mal cuidada. Nem ousei entrar.;piscina;-1;2;9
5353;A comida servida no restaurante do hotel era mais ou menos. Nada excepcional, mas comível.;comida;0;2;8
5354;O spa do hotel oferece tratamentos relaxantes e revigorantes. Foi uma experiência incrível!;spa;1;2;5
5355;O spa do hotel oferece tratamentos relaxantes e revigorantes. Foi uma experiência incrível!;tratamentos;1;23;34
5356;A localização do hotel é estratégica para quem gosta de fazer compras. Fiquei muito satisfeito.;localização;1;2;13
5357;A localização do hotel é estratégica para quem gosta de fazer compras. Fiquei muito satisfeito.;compras;1;62;69
5358;O estacionamento do hotel era apertado. Tive dificuldade em estacionar o carro.;estacionamento;-1;2;16
5359;O estacionamento do hotel era apertado. Tive dificuldade em estacionar o carro.;dificuldade;-1;45;56
5360;A academia do hotel tinha equipamentos antigos. Precisa de uma atualização.;academia;-1;2;10
5361;A academia do hotel tinha equipamentos antigos. Precisa de uma atualização.;equipamentos;-1;26;38
5362;O serviço de lavanderia do hotel é caro. Prefiro lavar minhas roupas em casa.;lavanderia;-1;13;23
5363;O hotel oferece Wi-Fi gratuito, mas a conexão é lenta. Tive dificuldade em navegar na internet.;Wi-Fi;-1;16;21
5364;O hotel oferece Wi-Fi gratuito, mas a conexão é lenta. Tive dificuldade em navegar na internet.;conexão;-1;38;45
5365;"O hotel foi uma experiência incrível! Adorei a decoração, o atendimento e a comida; realmente me senti mimado.";experiência;1;16;27
5366;"O hotel foi uma experiência incrível! Adorei a decoração, o atendimento e a comida; realmente me senti mimado.";decoração;1;47;56
5367;"O hotel foi uma experiência incrível! Adorei a decoração, o atendimento e a comida; realmente me senti mimado.";atendimento;1;60;71
5368;"O hotel foi uma experiência incrível! Adorei a decoração, o atendimento e a comida; realmente me senti mimado.";comida;1;76;82
5369;A estadia no hotel foi um pesadelo total. O quarto estava sujo, o serviço era terrível e a comida era péssima.;estadia;-1;2;9
5370;A estadia no hotel foi um pesadelo total. O quarto estava sujo, o serviço era terrível e a comida era péssima.;quarto;-1;44;50
5371;A estadia no hotel foi um pesadelo total. O quarto estava sujo, o serviço era terrível e a comida era péssima.;serviço;-1;66;73
5372;A estadia no hotel foi um pesadelo total. O quarto estava sujo, o serviço era terrível e a comida era péssima.;comida;-1;91;97
5373;"O café da manhã no hotel era bom; tinha uma variedade decente de opções. Mas o Wi-Fi era uma piada; mal consegui me conectar.";café;0;2;6
5374;"O café da manhã no hotel era bom; tinha uma variedade decente de opções. Mas o Wi-Fi era uma piada; mal consegui me conectar.";variedade;0;44;53
5375;"O café da manhã no hotel era bom; tinha uma variedade decente de opções. Mas o Wi-Fi era uma piada; mal consegui me conectar.";Wi-Fi;0;79;84
5376;O hotel tem uma vista incrível para o mar e para as montanhas. É perfeito para quem gosta de paisagens naturais.;vista;1;16;21
5377;O hotel tem uma vista incrível para o mar e para as montanhas. É perfeito para quem gosta de paisagens naturais.;mar;1;38;41
5378;O hotel tem uma vista incrível para o mar e para as montanhas. É perfeito para quem gosta de paisagens naturais.;montanhas;1;52;61
5379;"A piscina do hotel era ótima para relaxar; eu passava horas lá. Mas o bar da piscina estava sempre lotado e o serviço era lento demais.";piscina;0;2;9
5380;"A piscina do hotel era ótima para relaxar; eu passava horas lá. Mas o bar da piscina estava sempre lotado e o serviço era lento demais.";bar;0;70;73
5381;"A piscina do hotel era ótima para relaxar; eu passava horas lá. Mas o bar da piscina estava sempre lotado e o serviço era lento demais.";serviço;0;110;117
5382;O hotel era fantástico! A decoração era moderna e elegante, o atendimento era impecável e a comida deliciosa.;decoração;1;26;35
5383;O hotel era fantástico! A decoração era moderna e elegante, o atendimento era impecável e a comida deliciosa.;atendimento;1;62;73
5384;O hotel era fantástico! A decoração era moderna e elegante, o atendimento era impecável e a comida deliciosa.;comida;1;92;98
5385;A estadia no hotel foi decepcionante. O quarto estava sujo, o serviço era lento e a comida sem sabor.;estadia;-1;2;9
5386;A estadia no hotel foi decepcionante. O quarto estava sujo, o serviço era lento e a comida sem sabor.;quarto;-1;40;46
5387;A estadia no hotel foi decepcionante. O quarto estava sujo, o serviço era lento e a comida sem sabor.;serviço;-1;62;69
5388;A estadia no hotel foi decepcionante. O quarto estava sujo, o serviço era lento e a comida sem sabor.;comida;-1;84;90
5389;"O café da manhã no hotel era incrível; tinha uma variedade enorme de opções: ovos, bacon, cereais, frutas e pães.";café;1;2;6
5390;"O café da manhã no hotel era incrível; tinha uma variedade enorme de opções: ovos, bacon, cereais, frutas e pães.";variedade;1;49;58
5391;"O café da manhã no hotel era incrível; tinha uma variedade enorme de opções: ovos, bacon, cereais, frutas e pães.";opções;1;69;75
5392;O hotel tinha uma vista deslumbrante para o mar, montanhas e cidade. Era simplesmente espetacular.;vista;1;18;23
5393;O hotel tinha uma vista deslumbrante para o mar, montanhas e cidade. Era simplesmente espetacular.;mar;1;44;47
5394;O hotel tinha uma vista deslumbrante para o mar, montanhas e cidade. Era simplesmente espetacular.;montanhas;1;49;58
5395;O hotel tinha uma vista deslumbrante para o mar, montanhas e cidade. Era simplesmente espetacular.;cidade;1;61;67
5396;A piscina do hotel era relaxante e tinha uma área ampla para banho de sol. As espreguiçadeiras eram confortáveis.;piscina;1;2;9
5397;A piscina do hotel era relaxante e tinha uma área ampla para banho de sol. As espreguiçadeiras eram confortáveis.;espreguiçadeiras;1;78;94
5398;O restaurante do hotel oferecia uma variedade incrível de pratos: massas, saladas, carnes, peixes e sobremesas.;restaurante;1;2;13
5399;O restaurante do hotel oferecia uma variedade incrível de pratos: massas, saladas, carnes, peixes e sobremesas.;variedade;1;36;45
5400;O restaurante do hotel oferecia uma variedade incrível de pratos: massas, saladas, carnes, peixes e sobremesas.;pratos;1;58;64
5401;"O serviço de lavanderia do hotel era conveniente; eles lavavam minhas roupas e as entregavam no quarto.";lavanderia;1;13;23
5402;O hotel oferecia Wi-Fi gratuito, mas a conexão era instável e lenta. Às vezes, nem conseguia abrir meu e-mail.;Wi-Fi;-1;17;22
5403;O hotel tinha um spa maravilhoso com várias opções de tratamentos: massagens relaxantes, esfoliações e terapias.;spa;1;17;20
5404;O hotel tinha um spa maravilhoso com várias opções de tratamentos: massagens relaxantes, esfoliações e terapias.;tratamentos;1;54;65
5405;O hotel tinha um spa maravilhoso com várias opções de tratamentos: massagens relaxantes, esfoliações e terapias.;massagens relaxantes;1;67;87
5406;O hotel tinha um spa maravilhoso com várias opções de tratamentos: massagens relaxantes, esfoliações e terapias.;esfoliações;1;89;100
5407;O hotel tinha um spa maravilhoso com várias opções de tratamentos: massagens relaxantes, esfoliações e terapias.;terapias;1;103;111
5408;A academia do hotel era bem equipada com aparelhos modernos e pesos livres.;academia;1;2;10
5409;A academia do hotel era bem equipada com aparelhos modernos e pesos livres.;pesos livres;1;62;74
5410;A academia do hotel era bem equipada com aparelhos modernos e pesos livres.;bem equipada;1;24;36
5411;A academia do hotel era bem equipada com aparelhos modernos e pesos livres.;modernos;1;51;59
5412;A academia do hotel era bem equipada com aparelhos modernos e pesos livres.;bem equipada;1;24;36
5413;O hotel oferecia várias atividades para entretenimento: passeios, aulas de culinária e shows ao vivo.;entretenimento;1;40;54
5414;O hotel oferecia várias atividades para entretenimento: passeios, aulas de culinária e shows ao vivo.;passeios;1;56;64
5415;O hotel oferecia várias atividades para entretenimento: passeios, aulas de culinária e shows ao vivo.;aulas de culinária;1;66;84
5416;O hotel oferecia várias atividades para entretenimento: passeios, aulas de culinária e shows ao vivo.;shows ao vivo;1;87;100
5417;A área de recreação do hotel era perfeita para crianças, com playground, piscina infantil e atividades supervisionadas.;recreação;1;10;19
5418;A área de recreação do hotel era perfeita para crianças, com playground, piscina infantil e atividades supervisionadas.;playground;1;61;71
5419;A área de recreação do hotel era perfeita para crianças, com playground, piscina infantil e atividades supervisionadas.;piscina infantil;1;73;89
5420;A área de recreação do hotel era perfeita para crianças, com playground, piscina infantil e atividades supervisionadas.;atividades supervisionadas;1;92;118
5421;A área de recreação do hotel era perfeita para crianças, com playground, piscina infantil e atividades supervisionadas.;perfeita para crianças;1;33;55
5422;O hotel tinha um ambiente familiar, com atividades para todas as idades e espaços para relaxamento.;ambiente familiar;1;17;34
5423;O hotel tinha um ambiente familiar, com atividades para todas as idades e espaços para relaxamento.;atividades para todas as idades;1;40;71
5424;O hotel tinha um ambiente familiar, com atividades para todas as idades e espaços para relaxamento.;espaços para relaxamento;1;74;98
5425;O hotel tinha um ambiente familiar, com atividades para todas as idades e espaços para relaxamento.;familiar;1;26;34
5426;O hotel oferecia um buffet variado para todas as refeições: café da manhã, almoço e jantar.;buffet;1;20;26
5427;O hotel oferecia um buffet variado para todas as refeições: café da manhã, almoço e jantar.;variado;1;27;34
5428;O hotel oferecia um buffet variado para todas as refeições: café da manhã, almoço e jantar.;café da manhã;1;60;73
5429;O hotel oferecia um buffet variado para todas as refeições: café da manhã, almoço e jantar.;almoço;1;75;81
5430;O hotel oferecia um buffet variado para todas as refeições: café da manhã, almoço e jantar.;jantar;1;84;90
5431;O hotel oferecia um buffet variado para todas as refeições: café da manhã, almoço e jantar.;refeições;1;49;58
5432;O hotel tinha uma localização privilegiada, perto de pontos turísticos, lojas e restaurantes.;localização;1;18;29
5433;O hotel tinha uma localização privilegiada, perto de pontos turísticos, lojas e restaurantes.;pontos turísticos;1;53;70
5434;O hotel tinha uma localização privilegiada, perto de pontos turísticos, lojas e restaurantes.;lojas;1;72;77
5435;O hotel tinha uma localização privilegiada, perto de pontos turísticos, lojas e restaurantes.;restaurantes;1;80;92
5436;O hotel tinha uma localização privilegiada, perto de pontos turísticos, lojas e restaurantes.;privilegiada;1;30;42
5437;A comida estava deliciosa, mas o serviço foi péssimo.;comida;1;2;8
5438;A comida estava deliciosa, mas o serviço foi péssimo.;serviço;-1;33;40
5439;O hotel é bem localizado, mas o quarto estava sujo.;localiza;1;14;22
5440;O atendimento foi lento e desorganizado.;atendimento;-1;2;13
5441;Ambiente agradável, mas a comida deixou a desejar.;mbiente;1;1;8
5442;Ambiente agradável, mas a comida deixou a desejar.;comida;-1;26;32
5443;A cama era confortável, porém o banheiro estava sujo.;cama;1;2;6
5444;O café da manhã era variado, mas o atendimento foi ruim.;café da manhã;1;2;15
5445;O café da manhã era variado, mas o atendimento foi ruim.;atendimento;-1;35;46
5446;A vista do hotel era incrível, mas o Wi-Fi não funcionava.;vista;1;2;7
5447;A vista do hotel era incrível, mas o Wi-Fi não funcionava.;Wi-Fi;-1;37;42
5448;O quarto era espaçoso, mas o barulho da rua atrapalhou o sono.;quarto;1;2;8
5449;O quarto era espaçoso, mas o barulho da rua atrapalhou o sono.;barulho;-1;29;36
5450;O restaurante do hotel tinha boa comida, mas o preço era alto demais.;restaurante;1;2;13
5451;O restaurante do hotel tinha boa comida, mas o preço era alto demais.;preço;-1;47;52
5452;O chuveiro era forte e quente, mas o serviço de quarto deixou a desejar.;chuveiro;1;2;10
5453;O chuveiro era forte e quente, mas o serviço de quarto deixou a desejar.;serviço de quarto;-1;37;54
5454;A decoração do hotel era elegante, mas o estacionamento era caro.;decoração;1;2;11
5455;A decoração do hotel era elegante, mas o estacionamento era caro.;estacionamento;-1;41;55
5456;O hotel estava bem limpo, mas a comida do restaurante era sem graça.;limp;1;19;23
5457;O hotel estava bem limpo, mas a comida do restaurante era sem graça.;comida;-1;32;38
5458;O check-in foi rápido, mas o elevador estava sempre lotado.;check-in;1;2;10
5459;O check-in foi rápido, mas o elevador estava sempre lotado.;elevador;-1;29;37
5460;O ambiente do hotel era tranquilo, mas o ar condicionado não funcionava.;ambiente;1;2;10
5461;O ambiente do hotel era tranquilo, mas o ar condicionado não funcionava.;ar condicionado;-1;41;56
5462;A piscina era grande, mas a água estava suja.;piscina;1;2;9
5463;O serviço de concierge era útil, mas o café da manhã era fraco.;serviço de concierge;1;2;22
5464;O serviço de concierge era útil, mas o café da manhã era fraco.;café da manhã;-1;39;52
5465;A localização do hotel era conveniente, mas os quartos eram pequenos.;localização;1;2;13
5466;A localização do hotel era conveniente, mas os quartos eram pequenos.;quartos;-1;47;54
5467;O hotel oferecia bicicletas gratuitas, mas o estacionamento era caro.;bicicletas;1;17;27
5468;O hotel oferecia bicicletas gratuitas, mas o estacionamento era caro.;estacionamento;-1;45;59
5469;O serviço de limpeza era eficiente, mas o café da manhã era caro.;serviço de limpeza;1;2;20
5470;O serviço de limpeza era eficiente, mas o café da manhã era caro.;café da manhã;-1;42;55
5471;O spa do hotel era relaxante, mas o Wi-Fi era lento.;spa;1;2;5
5472;O spa do hotel era relaxante, mas o Wi-Fi era lento.;Wi-Fi;-1;36;41
5473;O hotel oferecia uma ótima vista da cidade, mas o serviço de quarto era demorado.;vista;1;27;32
5474;O hotel oferecia uma ótima vista da cidade, mas o serviço de quarto era demorado.;serviço de quarto;-1;50;67
5475;O ambiente do restaurante era acolhedor, mas a comida estava fria.;ambiente;1;2;10
5476;O ambiente do restaurante era acolhedor, mas a comida estava fria.;comida;-1;47;53
5477;A recepção do hotel era bonita, mas os funcionários não eram simpáticos.;recepção;1;2;10
5478;A recepção do hotel era bonita, mas os funcionários não eram simpáticos.;funcionários;-1;39;51
5479;O hotel oferecia academia, mas os equipamentos estavam velhos.;academia;1;17;25
5480;O hotel oferecia academia, mas os equipamentos estavam velhos.;equipamentos;-1;34;46
5481;O banheiro do quarto era espaçoso, mas não havia shampoo.;banheiro;1;2;10
5482;O banheiro do quarto era espaçoso, mas não havia shampoo.;shampoo;-1;49;56
5483;O hotel oferecia serviço de lavanderia, mas cobrava caro por isso.;serviço de lavanderia;1;17;38
5484;O lobby do hotel era elegante, mas o estacionamento era difícil de encontrar.;lobby;1;2;7
5485;O lobby do hotel era elegante, mas o estacionamento era difícil de encontrar.;estacionamento;-1;37;51
5486;O hotel oferecia traslado para o aeroporto, mas o check-out foi demorado.;traslado;1;17;25
5487;O hotel oferecia traslado para o aeroporto, mas o check-out foi demorado.;check-out;-1;50;59
5488;A decoração do quarto era moderna, mas a cama era desconfortável.;decoração;1;2;11
5489;A decoração do quarto era moderna, mas a cama era desconfortável.;cama;-1;41;45
5490;O serviço de concierge era prestativo, mas o restaurante tinha poucas opções.;serviço de concierge;1;2;22
